GeneID	mG11-3-1	mG11-3-2	mG11-3-3	mG12-4-1	mG12-4-2	mG12-4-3	mG6-15-1	mG6-15-2	mG6-15-3	mG7-23-1	mG7-23-2	mG7-23-3	mG9-10-1	mG9-10-2	mG9-10-3	mG9-29-1	mG9-29-2	mG9-29-3
O53_1000	124	132	133	124	84	76	72	57	43	125	114	124	156	144	154	115	136	69
O53_3757	44	51	44	37	27	26	26	23	20	42	39	45	58	48	52	54	52	29
O53_1996	11	11	9	8	4	4	4	2	1	8	7	9	13	9	13	12	8	6
O53_41_gpmA	3	6	0	2	0	2	2	0	0	0	2	2	3	3	3	1	1	2
O53_5306_recQ	78	87	85	94	28	19	26	18	21	93	91	89	126	95	107	112	102	21
O53_565	13	4	7	6	4	4	4	4	3	4	3	4	15	5	12	12	6	4
O53_2485	7	1	0	0	0	0	0	0	0	0	0	0	6	1	2	9	0	0
O53_4729	18	14	14	2	0	0	0	0	0	9	5	15	20	12	14	19	11	0
O53_1209_pntB	36	41	42	44	19	11	23	12	10	38	44	40	46	42	43	46	48	13
O53_1380	41	44	44	38	32	22	30	21	8	41	38	33	46	45	45	48	44	26
O53_2935	56	55	54	45	8	0	3	0	0	46	30	44	78	61	73	58	59	0
O53_2694	5	8	6	6	8	5	8	5	1	8	7	6	6	9	8	8	7	8
O53_3038	12	12	15	14	10	9	9	8	10	14	12	16	20	15	14	14	13	10
O53_2072_gst	39	42	40	42	27	8	11	2	3	39	33	37	44	40	40	40	46	8
O53_1839	24	22	21	18	8	5	7	4	4	20	21	22	29	26	25	26	22	5
O53_4190_trmU	33	37	38	38	40	35	33	28	20	41	35	40	38	37	41	39	35	32
O53_4928	16	20	24	23	8	8	9	8	6	23	24	21	28	23	31	26	27	9
O53_2914	2	1	0	2	0	0	0	0	0	0	0	0	8	0	0	3	1	0
O53_1591	90	79	81	85	9	5	18	12	4	76	77	73	100	87	89	96	85	2
O53_865	55	50	53	0	0	0	0	0	0	36	31	15	79	58	63	69	54	0
O53_2499_crcB-1	21	28	23	24	6	4	6	4	0	16	17	18	32	24	29	32	25	5
O53_2253	4	4	5	4	4	3	3	4	1	3	4	3	9	4	5	0	3	3
O53_3948	7	7	7	6	7	6	0	0	5	4	4	5	11	6	14	11	7	3
O53_5033	0	0	0	1	0	0	0	0	0	0	20	0	0	0	0	0	0	0
O53_5148	0	0	0	2	0	0	0	0	0	0	15	0	1	0	0	3	0	0
O53_4845_ruvA	16	16	16	14	4	2	2	2	0	15	13	14	23	22	20	20	26	2
O53_3763	40	18	24	26	10	12	5	5	5	16	13	15	30	23	20	37	23	6
O53_4486	28	19	17	24	3	1	0	0	0	8	2	7	35	17	24	31	22	0
O53_2569	55	12	54	55	56	53	54	53	39	56	55	52	53	57	61	0	31	53
O53_85	27	28	32	34	18	11	12	11	15	29	27	28	33	37	33	35	30	13
O53_4547_holA	27	31	33	27	11	8	9	9	8	32	25	34	40	36	38	39	40	8
O53_3149_ntrB-2	51	58	53	40	27	27	25	19	14	30	28	33	38	36	34	47	33	26
O53_551	49	37	41	32	18	13	10	11	12	37	37	39	59	53	55	54	49	13
O53_2285_murA	43	49	40	47	37	33	41	32	14	46	47	49	48	48	49	44	45	40
O53_5130	211	187	231	146	250	231	259	184	28	248	305	245	169	216	218	185	165	230
O53_5141	51	41	45	36	47	55	38	38	37	47	40	51	72	62	46	45	31	44
O53_1256_dapF	44	44	39	37	22	9	18	6	1	39	42	45	59	47	47	42	43	9
O53_828_efp	20	17	17	24	18	15	14	8	3	22	21	21	30	24	28	27	27	18
O53_764_cpcS	13	14	15	13	9	2	7	2	7	11	11	14	21	14	18	18	13	5
O53_54	14	14	16	20	11	8	10	8	4	17	33	18	24	19	21	27	21	9
O53_4092	44	48	48	56	37	24	31	24	24	52	56	48	57	50	55	52	62	32
O53_3036	18	21	20	17	11	10	9	8	8	15	15	11	19	17	20	20	15	9
O53_1436	17	9	15	15	15	16	17	7	15	15	18	20	20	15	18	20	16	16
O53_2326_abfT-1	12	0	13	0	0	0	0	0	0	30	27	0	33	27	33	5	28	3
O53_2349	43	44	44	51	27	20	24	19	16	45	47	49	70	52	65	60	54	21
O53_4090	8	5	5	5	5	6	4	5	3	4	3	4	12	4	12	12	13	5
O53_837	23	25	26	19	15	12	16	16	13	18	16	20	29	25	22	28	20	14
O53_3456	8	11	10	8	5	4	5	4	3	6	7	7	11	10	7	9	7	4
O53_5244	0	0	0	0	0	0	0	0	0	13	0	27	102	55	72	84	77	0
O53_1131	71	84	82	76	71	79	68	60	57	73	68	72	81	81	76	79	76	67
O53_962	3	3	4	4	0	0	0	0	3	4	5	3	7	5	4	4	7	0
O53_955	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
O53_1068	5	6	6	3	1	0	0	0	0	4	2	3	8	6	3	6	7	0
O53_2153_pcrA	81	85	77	55	13	10	15	4	0	69	61	78	109	82	91	97	73	5
O53_3793	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
O53_797	7	0	0	4	2	8	2	2	4	6	6	2	9	3	7	19	7	2
O53_1454_patE	0	1	5	22	14	18	27	17	0	27	5	11	36	6	4	0	18	32
O53_4922	2	2	0	2	3	3	2	1	1	2	1	2	3	1	2	6	2	2
O53_5169_cp12	19	19	17	12	6	2	6	0	0	12	12	12	14	12	12	19	13	1
O53_4522	7	8	7	10	4	2	3	2	5	6	7	6	8	7	9	10	9	3
O53_1494	58	51	55	56	59	52	59	58	34	63	58	56	62	59	55	24	50	58
O53_5056	10	6	10	10	3	1	1	1	0	2	1	2	11	7	7	5	9	1
O53_4274	27	26	27	27	11	12	10	10	12	14	12	22	32	27	29	34	25	10
O53_3190	1	1	1	0	1	0	0	0	0	1	1	1	2	1	2	0	2	1
O53_868_nitA	17	23	25	20	17	15	17	15	11	19	18	20	24	22	20	28	21	17
O53_4374	45	48	45	34	17	14	15	14	12	34	28	33	51	48	42	50	37	14
O53_189_mrdB	23	26	25	35	20	18	20	17	11	29	32	31	39	32	35	33	33	16
O53_1161	4	7	6	10	4	2	4	2	2	13	14	15	15	15	15	14	17	3
O53_5337	13	0	1	0	1	1	1	0	8	1	1	2	16	4	2	4	7	0
O53_3236	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	10	0	0
O53_2323	29	31	31	28	32	33	27	27	15	32	24	34	42	31	30	1	30	33
O53_2496	1	1	1	2	0	0	0	0	0	1	1	1	1	1	1	1	1	0
O53_2798	2	3	2	0	0	0	0	0	0	0	0	0	5	3	3	2	4	0
O53_3833	7	6	3	0	0	0	0	0	1	4	1	1	5	5	5	5	5	0
O53_755	25	14	25	16	33	26	38	16	1	44	21	29	54	52	29	0	32	33
O53_3494	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
O53_3448	3	1	2	1	1	1	0	1	2	0	0	0	0	0	0	1	0	0
O53_4406_cyoE	22	26	25	33	19	21	17	11	17	28	24	26	32	30	32	35	32	18
O53_2510	10	7	6	10	13	12	13	12	1	12	11	9	12	11	8	10	10	13
O53_485_rbcX	1	2	3	3	0	0	0	0	1	2	1	2	3	2	2	3	3	0
O53_5224_pacS	62	64	63	67	29	33	21	18	10	56	49	59	86	70	75	79	62	24
O53_1723	12	10	11	11	11	10	10	9	10	11	10	10	9	10	9	11	11	10
O53_731	1	1	1	0	0	1	2	2	0	2	2	1	2	3	0	4	2	2
O53_1765	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0
O53_5400	4	4	3	2	1	0	0	0	0	2	2	2	3	2	4	4	2	0
O53_2704_rpoD-1	104	90	80	49	96	56	95	54	0	113	116	97	118	111	104	77	71	73
O53_3522	2	1	0	1	2	2	1	1	1	1	1	0	2	2	1	2	1	2
O53_2719	0	0	0	0	0	0	0	1	0	0	0	1	4	0	0	0	0	1
O53_2113	8	5	1	7	1	3	2	1	0	5	3	8	8	7	7	11	4	2
O53_1373_mcaF	16	1	19	21	20	19	23	18	0	43	21	13	31	22	14	0	12	18
O53_2089_aspC-1	38	52	47	40	37	35	38	34	25	46	47	51	57	48	45	41	48	37
O53_2033	5	7	6	9	8	8	5	7	4	5	5	4	5	6	7	6	8	8
O53_3313	10	10	11	10	7	6	5	3	3	9	9	9	11	8	9	12	12	4
O53_1847	22	9	9	8	8	8	8	7	11	8	8	10	9	8	8	8	9	8
O53_2480	27	38	34	36	28	27	19	19	15	57	54	53	70	53	60	62	52	28
O53_2328	25	27	26	26	14	15	11	7	10	24	29	20	34	29	29	35	27	11
O53_1157_carB	72	86	85	85	48	40	39	35	33	88	115	99	124	98	113	114	91	41
O53_3685	23	22	25	26	26	6	17	5	5	22	23	20	29	24	29	34	27	14
O53_1355	61	49	50	34	6	5	6	6	4	34	26	37	74	53	51	68	49	4
O53_3279	8	8	5	9	5	5	4	3	5	6	6	5	7	8	9	4	7	5
O53_957	0	0	0	0	0	5	0	0	1	0	0	1	3	1	1	0	0	0
O53_2752_ccsB	43	47	47	38	26	17	19	8	13	44	41	45	61	54	51	64	42	15
O53_1074	10	10	9	5	5	3	2	2	3	5	3	6	10	9	7	13	7	3
O53_2597	29	28	31	22	10	6	7	3	3	33	32	31	39	35	37	39	34	3
O53_1726_pilT-1	64	66	63	62	33	22	30	21	21	59	53	66	77	72	76	64	81	21
O53_4055_sulP	80	86	93	79	57	44	46	32	40	78	80	89	97	87	94	98	81	45
O53_371	60	31	40	43	45	44	44	47	30	46	51	48	79	57	49	64	54	45
O53_4563_ndhM	3	6	4	7	2	0	5	1	1	6	6	6	10	6	8	5	6	1
O53_1122_mreC	11	10	12	22	9	5	8	5	3	19	18	18	24	19	24	20	20	5
O53_1798	15	23	25	29	18	16	17	18	14	22	25	25	28	25	28	25	23	15
O53_4352	5	5	5	1	0	0	0	0	0	5	5	9	12	8	8	7	9	0
O53_584	12	14	16	20	9	9	9	6	6	12	11	10	17	13	18	17	19	8
O53_11_bfr	6	8	8	5	5	4	5	2	2	7	8	9	10	8	10	11	7	5
O53_5098	6	6	6	3	2	1	1	1	2	3	3	3	7	7	5	6	3	1
O53_4446_hemC	14	20	18	22	13	13	14	11	8	21	20	21	24	21	25	26	30	11
O53_2848_gnd	39	40	38	40	12	8	8	8	8	28	27	31	48	41	45	49	38	7
O53_986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_2243	35	41	39	27	26	25	28	25	16	40	42	43	58	49	56	45	39	27
O53_1921	35	33	29	32	15	11	10	2	14	34	30	25	43	38	43	42	38	4
O53_2795_thiC	36	42	40	39	23	18	22	17	18	35	70	34	44	38	43	44	37	19
O53_1392	5	5	5	5	5	5	1	1	0	5	2	5	6	5	5	5	6	5
O53_4417	0	0	0	2	0	0	2	0	0	2	2	2	2	2	2	2	2	1
O53_5313_cobM	33	23	28	25	6	5	5	3	0	25	20	29	43	31	30	42	27	4
O53_2155	4	5	5	7	1	1	1	1	1	7	6	7	8	6	7	4	8	1
O53_3379	5	6	5	6	5	5	5	5	3	5	5	4	4	5	5	5	5	5
O53_2533	0	2	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	0
O53_4176	24	20	24	25	10	7	7	5	5	26	27	30	41	30	36	38	30	7
O53_1736	44	34	41	50	40	28	38	30	17	37	29	38	57	48	45	64	54	32
O53_491	16	24	24	22	22	16	26	18	4	26	26	26	24	20	28	22	25	22
O53_2227	15	8	16	8	18	13	15	13	0	14	10	16	17	15	15	14	15	14
O53_3040_rpe	14	14	14	12	12	8	10	5	4	14	31	15	16	17	17	12	16	8
O53_1569	6	3	4	6	1	1	1	1	0	1	2	1	2	2	3	5	3	1
O53_2490	3	3	3	4	3	3	3	3	0	3	5	6	9	4	8	5	4	1
O53_687	27	16	15	4	3	3	0	0	0	7	5	6	23	24	11	31	10	1
O53_2178_pknC	111	121	115	97	24	15	17	15	16	82	69	77	139	107	112	127	98	14
O53_3503	14	15	12	12	0	0	3	0	0	11	17	11	16	15	14	19	19	0
O53_214	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	23	0	0
O53_4461_zds	39	43	40	46	20	14	16	12	9	34	37	42	59	47	50	60	52	14
O53_2707	26	28	29	29	28	31	19	12	8	32	31	30	35	36	35	34	36	23
O53_3340_tRNA-Ser	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_273_tRNA-Ile	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
O53_4755	22	21	23	28	18	16	12	11	15	21	23	22	29	24	28	31	20	15
O53_4141	14	14	14	1	1	1	1	1	1	1	2	2	14	14	1	8	1	1
O53_704	28	28	28	25	13	2	7	2	10	27	23	24	27	29	29	25	28	2
O53_4573	38	42	45	45	38	31	31	24	20	43	45	52	62	47	58	54	44	33
O53_2205	79	77	80	70	24	17	21	7	12	71	63	66	93	77	85	82	72	14
O53_2223	3	1	2	5	3	2	6	0	0	6	3	5	4	5	5	5	6	3
O53_761	34	41	38	48	25	15	21	17	13	42	41	42	51	50	44	48	44	19
O53_5310	78	69	74	66	20	19	20	13	10	64	57	72	98	78	83	96	75	17
O53_1305	0	0	0	3	3	3	3	3	0	3	3	2	0	1	1	0	0	3
O53_2186	29	28	29	23	23	21	32	23	15	31	30	33	29	29	35	22	25	20
O53_4377	99	105	101	100	60	36	26	23	10	99	91	114	140	113	134	119	114	33
O53_2999	13	9	11	5	6	2	5	3	0	10	11	11	13	10	10	13	6	5
O53_437	36	39	40	38	22	14	20	14	12	46	60	50	59	53	51	52	50	14
O53_2695	4	3	4	5	4	5	4	4	2	4	4	6	5	4	5	2	5	4
O53_1919_clpS	6	8	10	6	9	7	9	8	9	8	10	8	10	11	10	7	9	6
O53_939	4	4	3	4	4	2	4	4	7	4	4	5	2	2	2	4	4	4
O53_3269_cmpD-2	28	32	30	27	12	7	12	6	2	23	25	30	32	37	33	35	34	9
O53_2296	59	67	66	61	26	13	15	10	3	49	47	55	78	68	75	56	59	12
O53_1888	5	5	5	0	0	0	0	0	0	2	2	2	6	5	6	4	5	0
O53_4565	70	30	35	89	13	15	8	5	5	76	69	87	134	100	104	158	104	9
O53_2505	13	6	5	13	10	10	3	3	0	8	4	11	10	10	11	10	9	6
O53_1426_frr	15	15	15	19	9	9	10	11	8	17	13	17	24	16	22	18	21	10
O53_2174	71	69	70	64	36	31	34	28	18	54	51	50	70	72	65	68	63	31
O53_5360	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
O53_4571	0	0	0	3	0	1	3	3	0	7	12	13	6	7	7	0	1	0
O53_4722_dnaK-2	120	108	110	109	44	11	31	10	11	114	93	113	206	130	175	116	137	11
O53_7	2	0	4	2	2	0	2	4	0	2	2	2	3	2	3	3	3	1
O53_2601	24	26	26	21	22	22	21	21	14	19	27	24	31	28	28	55	45	22
O53_2375	12	14	16	13	12	12	11	9	4	12	13	15	14	10	14	15	11	10
O53_4218_isiA	12	14	14	14	3	3	5	3	2	9	9	10	15	15	14	16	11	3
O53_393_pyrH	21	23	21	24	17	5	11	6	6	25	35	21	30	22	30	26	25	9
O53_2960_mviN	58	62	66	59	57	56	56	38	18	66	63	69	67	69	70	61	67	54
O53_4197	6	0	0	0	0	0	0	0	0	6	5	7	8	7	7	7	6	0
O53_180	6	3	4	3	4	2	3	3	2	3	3	4	6	8	8	7	4	4
O53_587	27	9	17	26	5	9	5	0	5	21	16	22	30	23	28	32	32	7
O53_3591	22	22	17	18	13	13	12	8	2	19	19	23	27	20	20	23	20	8
O53_4912	4	1	0	0	0	0	0	0	0	11	11	11	11	11	11	13	1	0
O53_4257	1	1	1	0	0	0	0	0	0	4	4	3	4	4	3	6	5	0
O53_3977	7	14	11	12	12	11	10	9	0	15	14	14	16	12	11	8	10	10
O53_4177_pstC-2	15	15	22	21	20	20	20	19	18	24	28	28	32	28	32	30	27	19
O53_2986_rplY	23	21	22	18	1	0	1	0	0	18	12	23	32	22	27	31	30	0
O53_2838	0	0	0	1	1	3	0	0	0	0	0	0	1	1	1	0	0	0
O53_809	37	38	42	41	17	11	10	8	9	36	32	32	54	43	46	47	39	10
O53_1627	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_4423	2	1	1	1	0	1	0	0	0	1	1	2	2	2	2	1	3	0
O53_3723_prc-1	33	41	42	47	24	14	24	12	9	45	44	46	57	44	52	47	47	14
O53_4471_surE	51	42	50	51	24	12	19	13	12	47	41	43	56	51	55	56	46	14
O53_3394	42	47	44	29	16	10	15	6	0	36	39	43	59	47	55	61	47	14
O53_2862	83	81	85	62	15	16	11	4	2	48	53	52	80	75	66	78	62	9
O53_2298	3	1	0	0	0	0	0	0	0	0	0	0	5	1	2	5	0	0
O53_1674	36	23	13	29	10	1	0	0	0	12	10	21	39	23	31	43	27	0
O53_1836	3	5	5	7	3	3	3	3	0	4	3	3	4	5	11	18	6	3
O53_811_hugZ	8	7	8	9	4	5	5	3	4	9	8	9	12	9	9	13	8	4
O53_4458	2	2	2	2	0	0	0	0	2	1	3	5	5	4	5	5	2	0
O53_3209	60	63	60	65	17	13	18	9	4	61	57	61	87	66	78	78	75	12
O53_1580	55	58	58	61	68	46	79	44	20	79	63	68	68	71	82	61	74	59
O53_3882	118	115	114	113	114	106	108	109	104	106	108	113	107	110	114	109	111	111
O53_4492	12	11	12	13	12	13	12	12	9	12	11	11	10	10	13	12	12	12
O53_4603	5	0	0	0	0	0	0	0	0	5	4	5	5	5	5	6	6	0
O53_1536	3	3	3	4	7	4	6	4	2	3	3	4	5	8	3	0	1	3
O53_4997	8	2	0	0	0	0	0	0	0	0	0	0	7	3	7	9	0	0
O53_2676	4	0	1	6	1	1	1	1	1	0	0	0	5	2	2	3	1	1
O53_4272_petD	12	12	12	1	2	4	0	0	1	3	2	1	13	10	6	13	5	1
O53_1404_ccmM	77	72	75	41	27	21	27	23	10	42	37	40	62	52	49	73	63	24
O53_1240	0	1	1	1	0	0	0	0	0	2	4	2	6	5	4	7	5	0
O53_1994	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
O53_4651_recA	24	26	28	19	21	16	18	16	17	28	34	26	41	33	38	27	29	17
O53_3186	9	9	9	4	0	0	0	0	0	2	0	2	10	8	7	10	9	0
O53_435_capP	80	83	98	82	62	65	55	52	46	95	92	100	121	100	109	106	110	58
O53_769_glgA	42	49	42	45	26	13	20	11	2	44	59	44	55	46	59	48	52	17
O53_3652_polA	106	107	109	103	64	65	50	33	35	94	85	93	129	111	110	125	130	51
O53_79	31	37	42	36	23	20	19	14	17	33	28	32	49	44	38	47	43	18
O53_4690_rpoD-2	31	36	37	41	24	17	22	17	18	42	36	43	51	45	50	39	44	17
O53_3815	1	2	2	1	0	0	1	1	0	1	1	1	1	1	1	2	1	0
O53_1330	39	40	35	20	6	3	3	2	0	10	10	9	42	41	41	44	26	3
O53_2945	118	83	78	95	53	33	49	35	36	75	94	86	113	95	89	107	93	39
O53_2209_birA	35	38	34	39	18	14	15	8	14	41	45	43	54	47	51	53	48	11
O53_2770_asd	26	33	37	33	31	26	32	19	16	37	37	39	47	41	46	48	36	30
O53_4127	5	6	3	3	1	1	1	2	0	3	3	2	4	2	4	7	5	1
O53_4329_ftsZ	49	42	50	43	23	20	17	11	16	36	35	42	54	43	47	50	46	15
O53_5046	10	10	10	11	3	3	3	3	0	6	4	6	13	8	13	13	12	4
O53_1033	15	18	19	18	20	21	13	17	16	16	16	19	29	23	26	18	18	19
O53_1903_lepB-3	45	56	56	46	21	20	17	14	2	46	48	52	65	56	57	65	66	16
O53_469	27	25	25	33	17	18	12	9	7	32	32	34	45	35	40	38	35	12
O53_3791_arsR	6	7	7	11	7	7	5	3	1	11	10	12	14	11	12	18	13	4
O53_777	4	2	1	1	0	0	0	0	0	3	0	0	0	1	1	0	0	0
O53_143	156	156	155	151	126	49	143	36	25	136	99	121	167	173	159	180	154	65
O53_5349_pdxH	18	21	21	18	17	15	18	15	10	20	15	17	22	19	20	23	21	20
O53_1660	3	2	2	2	0	0	0	0	0	2	0	2	11	2	3	5	3	0
O53_207_cysR	11	12	13	9	8	8	6	3	5	8	11	10	17	11	13	14	17	6
O53_4978	12	16	15	16	14	8	9	7	8	18	16	20	17	17	21	10	16	12
O53_1608_rimM	14	17	14	18	4	3	8	4	4	24	21	19	31	27	26	24	22	4
O53_1598	33	30	45	57	22	21	28	20	6	61	61	69	68	66	73	64	67	24
O53_26	8	7	6	6	1	2	1	1	1	5	5	5	9	8	7	7	7	1
O53_721	17	18	23	21	5	4	6	2	2	19	16	19	25	20	25	24	21	3
O53_465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_113	72	91	79	72	67	73	70	65	34	68	73	80	78	79	68	82	70	68
O53_925	10	11	8	7	4	4	6	2	1	8	6	7	12	11	9	12	7	5
O53_2039_ntrB-1	25	26	33	31	10	10	11	10	12	25	21	21	39	36	35	38	27	10
O53_4761	7	1	0	0	0	1	0	0	0	0	0	0	15	0	2	9	1	0
O53_3466_psbY	2	2	2	0	0	0	0	0	0	1	2	3	5	2	3	2	2	0
O53_5088_coaE	15	21	20	12	0	0	0	0	0	15	16	15	28	26	22	28	16	0
O53_976	55	55	50	57	24	21	24	18	23	52	46	57	81	69	68	67	58	19
O53_3587	13	13	13	1	1	1	1	1	2	11	1	11	23	12	12	24	15	1
O53_2301_pilA-2	44	32	45	37	31	31	31	27	10	43	39	34	35	47	45	20	42	25
O53_685	33	30	27	21	7	0	5	0	0	31	30	34	43	36	40	36	38	0
O53_4983	40	40	37	41	29	25	20	18	16	39	34	33	46	37	39	38	46	19
O53_4201	5	0	0	4	0	0	0	0	0	0	0	0	6	1	5	4	0	0
O53_4971	0	0	0	0	0	0	0	0	0	0	0	0	62	42	4	61	43	0
O53_1322	45	40	47	37	23	16	21	16	11	39	46	39	54	50	47	50	40	18
O53_1040	32	36	33	36	8	6	8	3	3	36	33	34	44	37	39	40	38	5
O53_937	61	35	30	53	9	8	10	5	5	31	46	33	63	56	55	58	55	6
O53_4162	22	29	32	32	20	20	14	11	13	34	30	30	45	42	39	42	34	20
O53_5172	2	1	3	1	3	3	5	1	0	5	2	5	12	9	8	7	7	5
O53_4315_manA-1	23	23	23	22	7	0	2	1	0	19	16	22	30	26	26	26	23	0
O53_1848_psaA	34	36	34	27	11	5	9	1	2	26	78	28	38	33	35	39	34	4
O53_3662	11	10	16	13	8	8	8	8	4	10	9	19	20	10	16	16	13	8
O53_3606	32	29	15	35	14	15	6	6	6	25	11	32	56	38	45	37	39	10
O53_2372_gltB	134	159	171	176	159	158	156	150	87	171	159	168	174	169	160	151	159	154
O53_4112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_3897	6	6	5	4	4	11	4	4	4	11	6	12	14	13	15	11	8	4
O53_748_hsdR	44	37	37	46	38	34	38	34	26	40	38	38	52	42	46	52	40	37
O53_4968_dnaX	66	85	88	77	70	62	68	61	53	83	81	88	88	82	83	78	89	63
O53_3553	19	17	12	13	4	13	3	2	4	14	8	18	30	18	29	29	10	4
O53_65	8	9	8	3	4	3	2	2	2	8	4	9	15	12	14	12	6	3
O53_4075_ftsI	72	81	81	81	38	30	43	31	22	82	81	86	103	95	100	87	98	32
O53_991_mtnX	19	22	19	19	13	11	11	9	10	15	14	14	22	19	17	19	17	11
O53_422_rpsR	2	3	3	2	1	1	1	1	0	3	2	3	6	4	5	6	3	1
O53_3732	6	6	6	4	7	4	6	6	7	8	7	6	8	8	6	12	7	5
O53_5350_menD	58	61	57	53	27	29	31	22	24	55	55	61	70	61	66	67	63	28
O53_1482	12	15	16	14	16	8	13	10	0	12	11	11	17	16	18	17	13	7
O53_4211	2	0	0	1	1	1	2	2	0	1	3	2	3	3	3	3	0	2
O53_1859	5	2	2	6	0	1	0	0	0	3	1	4	6	3	5	6	3	0
O53_1713	12	12	7	4	3	6	1	1	2	2	2	3	13	7	7	16	5	2
O53_4199	0	0	0	0	0	0	0	0	0	0	18	18	41	41	39	31	0	0
O53_1782	19	9	7	10	10	10	10	10	10	10	10	8	22	8	11	20	12	10
O53_4746_yqeG	19	20	18	16	7	7	6	6	0	16	16	15	25	15	22	18	17	6
O53_3323	55	65	64	70	52	40	50	39	19	68	74	66	72	63	67	57	72	44
O53_4861	60	54	53	52	47	46	48	45	33	50	56	51	54	56	54	57	51	40
O53_3970_bchN	29	34	34	27	24	20	26	20	18	39	54	43	62	41	48	39	38	26
O53_4707	3	4	3	4	4	3	2	4	2	3	2	4	4	4	3	5	4	3
O53_1313_ilvB	65	65	67	22	19	22	17	16	3	51	71	55	89	73	72	76	57	20
O53_4396	140	137	133	137	33	7	52	7	3	142	127	143	212	171	196	147	164	9
O53_1264	34	51	47	52	52	55	42	48	43	50	53	54	46	47	44	38	50	51
O53_4007	5	5	5	4	4	5	5	7	5	4	8	4	6	4	4	4	6	5
O53_438	2	3	4	4	2	3	3	3	3	4	4	7	10	7	7	8	3	3
O53_567	2	5	2	2	1	0	0	1	0	3	8	2	5	4	6	6	6	1
O53_2376	33	33	39	27	20	15	21	17	17	34	34	35	40	39	37	46	36	21
O53_137	5	3	2	4	0	0	0	0	0	2	3	1	5	3	4	4	3	0
O53_5393	13	13	15	15	12	10	10	9	11	16	17	21	25	19	23	22	19	9
O53_3032_tkt	55	57	64	62	43	23	43	23	22	65	66	67	80	72	78	76	75	26
O53_4239	20	22	21	22	18	13	18	18	14	19	18	19	24	22	21	21	20	20
O53_898	42	50	50	46	52	47	49	51	44	45	55	49	57	51	48	56	44	45
O53_2138	25	27	26	15	6	4	3	1	4	19	17	17	26	22	19	23	22	3
O53_1483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_813	20	30	33	36	30	28	30	28	20	33	35	36	33	28	35	22	33	29
O53_2220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_249	24	16	13	12	17	18	11	11	10	16	16	13	30	21	21	36	16	13
O53_2160_ureC	27	40	40	43	38	35	39	37	31	39	78	38	38	44	41	41	38	40
O53_2020	40	38	32	31	27	26	26	7	5	39	31	38	48	42	47	53	50	26
O53_3152	23	18	21	19	21	18	20	20	17	22	21	21	22	22	20	20	18	16
O53_1687	50	46	49	47	11	7	15	6	6	43	45	43	57	51	51	52	50	7
O53_289	7	6	9	9	4	5	4	1	7	6	6	7	17	7	12	6	7	4
O53_315_kdpA	85	93	93	87	55	30	53	19	24	83	80	87	111	103	104	97	94	30
O53_3713	27	31	31	28	23	20	22	22	20	26	26	25	28	28	25	29	28	22
O53_2411	27	31	30	31	30	26	24	20	9	30	28	29	32	30	28	29	31	24
O53_2108	20	12	12	9	12	11	5	9	5	8	8	8	22	11	14	23	11	11
O53_74	35	38	36	31	22	21	25	20	19	32	29	34	42	38	40	45	41	19
O53_391	40	27	24	19	7	6	5	3	3	17	12	20	37	24	28	40	35	5
O53_2070_acpP	19	19	20	19	17	15	16	11	9	23	20	20	19	19	19	16	15	14
O53_1628	0	1	0	0	0	0	0	0	0	1	0	1	1	1	2	0	0	0
O53_3255	101	77	77	49	12	11	13	11	10	67	70	87	132	94	99	107	91	11
O53_5067	9	11	12	15	6	4	4	4	0	11	11	13	16	13	13	18	12	4
O53_560_sodA	22	24	24	28	15	11	14	11	14	26	24	24	35	28	28	28	29	13
O53_5280	6	4	6	6	4	4	4	4	3	4	4	4	6	4	4	6	4	4
O53_3034_ybbO	0	0	2	0	2	2	1	1	0	0	1	1	0	0	0	0	1	1
O53_580	9	7	9	6	5	5	3	5	5	5	6	6	9	6	7	9	7	4
O53_3240_cgtA	47	45	48	34	27	22	26	24	23	30	28	26	39	36	36	43	32	24
O53_1710_ydiF	60	62	67	62	35	17	27	10	8	65	81	63	85	69	79	60	66	17
O53_1493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
